x1_image,x2_image,main softmax,branch softmax,prediction_main,prediction_branch,true result
vehicle_images/1633900107141_Suzuki Wagon R FX 2018 for sale.jpg,./vehicle_images/1636035351828_Suzuki Swift 2005 Car.jpg,"[0.21703456342220306, 0.7338460087776184, 1.5004716260591522e-06, 0.04911789670586586]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900108969_Suzuki Swift 2017 for sale.jpg,./vehicle_images/1636035376274_Suzuki Maruti 2007 Car.jpg,"[0.8063358068466187, 0.13340279459953308, 0.010981978848576546, 0.04927940294146538]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900109984_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035378453_Suzuki Wagon R Fz Safety 2018 Car.jpg,"[0.29218098521232605, 0.4113384187221527, 4.75315100629814e-05, 0.29643306136131287]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900110197_Suzuki Wagon R FZ 2014 for sale.jpg,./vehicle_images/1636035378901_Suzuki Cultus Sports 2007 Car.jpg,"[0.2171575129032135, 0.7588107585906982, 3.681090277041221e-08, 0.024031681939959526]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900142906_Suzuki Alto Lxi 2011 for sale.jpg,./vehicle_images/1636035381809_Suzuki Celerio Vxi 2016 Car.jpg,"[0.046015866100788116, 0.9518135786056519, 1.5421760224398895e-07, 0.0021704896353185177]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900144589_Suzuki Spacia 2017 for sale.jpg,./vehicle_images/1636035384569_Suzuki Carry 2002 Lorry.jpg,"[0.20234669744968414, 0.7886143326759338, 1.4239439849461633e-07, 0.009038783609867096]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900145044_Suzuki Wagon R FZ 2018 for sale.jpg,./vehicle_images/1636035384701_Suzuki Alto 2006 Car.jpg,"[0.2910877764225006, 0.6673381924629211, 0.02904416061937809, 0.012529888190329075]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900146182_Suzuki Alto K10 2015 for sale.jpg,./vehicle_images/1636035385156_Suzuki Gs125 Japan 2005 Motorbike.jpg,"[0.0012955897254869342, 0.03297426924109459, 0.029483027756214142, 0.9362470507621765]","[0.007448991294950247, 0.028506489470601082, 0.581993818283081, 0.38205069303512573]",3,2,1
vehicle_images/1633900180475_Suzuki Wagon R FX 2017 for sale.jpg,./vehicle_images/1636035409958_Suzuki Alto 2015 Car.jpg,"[0.15948157012462616, 0.19462451338768005, 0.006058652885258198, 0.6398352384567261]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,1
vehicle_images/1633900181712_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035411046_Suzuki Swift 2004 Car.jpg,"[0.012714441865682602, 0.045799896121025085, 0.7310888171195984, 0.21039684116840363]","[0.001374938408844173, 0.008063548244535923, 0.7325917482376099, 0.25796976685523987]",2,2,1
vehicle_images/1633900182230_Suzuki Wagon R FX 2017 for sale.jpg,./vehicle_images/1636035411546_Suzuki Alto K10 2011 Car.jpg,"[0.0643930435180664, 0.9119609594345093, 2.2971111320657656e-05, 0.02362307533621788]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900182529_Suzuki Spacia Custom X 2018 for sale.jpg,./vehicle_images/1636035412132_Suzuki Wagon R 2008 Car.jpg,"[0.02627381682395935, 0.8721933960914612, 0.061144132167100906, 0.04038858413696289]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900183110_Suzuki Alto 800 2015 for sale.jpg,./vehicle_images/1636035415370_Suzuki Volty 2008 Motorbike.jpg,"[0.017741598188877106, 0.039432279765605927, 2.6910761334875133e-06, 0.9428234100341797]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,1
vehicle_images/1633900184981_Suzuki Wagon R FX 2016 for sale.jpg,./vehicle_images/1636035415755_Suzuki Every Da64 2015 Van.jpg,"[0.44898539781570435, 0.3546810448169708, 1.580035859660711e-05, 0.19631774723529816]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900185276_Suzuki Wagon R FZ 2017 for sale.jpg,./vehicle_images/1636035417822_Suzuki Swift Dizayer 2012 Car.jpg,"[0.159221813082695, 0.8238338828086853, 0.0011114991502836347, 0.01583281345665455]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900185740_Suzuki Alto 2015 for sale.jpg,./vehicle_images/1636035418292_Suzuki Every Da64v 2015 Van.jpg,"[0.06360277533531189, 0.928291380405426, 7.220464226520562e-07, 0.008105067536234856]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900223016_Suzuki Wagon R Stingray 2017 for sale.jpg,./vehicle_images/1636035419194_Suzuki Alto Sport 2011 Car.jpg,"[0.03150820732116699, 0.6044858694076538, 0.001125256298109889, 0.3628807067871094]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900226154_Suzuki Alto 2002 for sale.jpg,./vehicle_images/1636035442965_Suzuki Swift 2004 Car.jpg,"[0.550575852394104, 0.4389491677284241, 1.2395499027206824e-07, 0.010474851354956627]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900227001_Suzuki Wagon R FZ 2014 for sale.jpg,./vehicle_images/1636035444281_Suzuki Alto Sportshell Ex 2016 Car.jpg,"[0.32370179891586304, 0.6056555509567261, 3.6240324075009767e-09, 0.07064265012741089]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900227825_Suzuki Wagon R FZ 2015 for sale.jpg,./vehicle_images/1636035447360_Suzuki Alto Japan 2004 Car.jpg,"[0.05032644793391228, 0.8695554137229919, 0.02927454374730587, 0.050843581557273865]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900262052_Suzuki Wagon R FZ Premium 2018 for sale.jpg,./vehicle_images/1636035448194_Suzuki Every 2011 Van.jpg,"[0.05992380157113075, 0.9317331910133362, 0.002800332847982645, 0.005542647559195757]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900262806_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035448567_Suzuki Wagon R Stingray 2015 Car.jpg,"[0.11326038837432861, 0.8811275959014893, 3.320500036352314e-05, 0.0055788191966712475]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900265182_Suzuki Spacia Custom Turbo Z 2017 for sale.jpg,./vehicle_images/1636035449217_Suzuki Aerio Liana Japan 2001 Car.jpg,"[0.2943297028541565, 0.6846132278442383, 2.669192326720804e-05, 0.021030323579907417]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900266443_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035449956_Suzuki Every 2008 Van.jpg,"[0.03583700954914093, 0.9585568308830261, 0.00035246857441961765, 0.005253575276583433]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900300882_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035450457_Suzuki Wagon R Stingray 2018 Car.jpg,"[0.24411213397979736, 0.6415563225746155, 1.9896977391908877e-05, 0.11431164294481277]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900301341_Suzuki Wagon R FZ 2017 for sale.jpg,./vehicle_images/1636035450938_Suzuki Every 2015 Van.jpg,"[0.02740343287587166, 0.23719573020935059, 0.00018944276962429285, 0.7352113723754883]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,1
vehicle_images/1633900301959_Suzuki Wagon R Stingray JStyle 2014 for sale.jpg,./vehicle_images/1636035451058_Suzuki Alto Cae85xx 2014 Car.jpg,"[0.1409410983324051, 0.7884540557861328, 0.02501169592142105, 0.04559314623475075]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900304113_Suzuki Wagon R FZ 2015 for sale.jpg,./vehicle_images/1636035451459_Suzuki Swift Centre Antenna Jeep Mode 2005 Car.jpg,"[0.5902552604675293, 0.2689913809299469, 0.0002746494428720325, 0.14047874510288239]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900305898_Suzuki Wagon R Stingray 2017 for sale.jpg,./vehicle_images/1636035483052_Suzuki Alto Lxi 2016 Car.jpg,"[0.8557612299919128, 0.011483392678201199, 1.8642629584064707e-05, 0.13273674249649048]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900343186_Suzuki Spacia Facelift 2018 for sale.jpg,./vehicle_images/1636035484062_Suzuki Every 1999 Van.jpg,"[0.11756834387779236, 0.8639819622039795, 0.014370676130056381, 0.0040790545754134655]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900345236_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035486113_Suzuki Volty 2010 Motorbike.jpg,"[0.0017037926008924842, 0.07711216807365417, 0.19911645352840424, 0.7220675945281982]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,1
vehicle_images/1633900345707_Suzuki Wagon R FZ 2017 for sale.jpg,./vehicle_images/1636035486614_Suzuki Alto 2015 Car.jpg,"[0.06336040794849396, 0.9333576560020447, 6.711332503073208e-07, 0.003281165147200227]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900346214_Suzuki Alto SPORTS EFI 2015 for sale.jpg,./vehicle_images/1636035489190_Suzuki Alto K10 2011 Car.jpg,"[0.44374656677246094, 0.5462049841880798, 5.527936082216911e-07, 0.010047953575849533]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900346889_Suzuki Spacia Custom Z 2018 for sale.jpg,./vehicle_images/1636035490047_Suzuki Alto Japan 1981 Car.jpg,"[0.0555930957198143, 0.10285351425409317, 0.036046456545591354, 0.8055069446563721]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,1
vehicle_images/1633900347224_Suzuki Alto 2003 for sale.jpg,./vehicle_images/1636035490494_Suzuki Wagon R Fz 2016 Car.jpg,"[0.00980236567556858, 0.9775699377059937, 2.0145463963672228e-08, 0.012627647258341312]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900375479_Suzuki Swift RS Hybrid 2017 for sale.jpg,./vehicle_images/1636035492169_Suzuki Alto 800 Lxi 2016 Car.jpg,"[0.9775132536888123, 0.016475671902298927, 2.002366727538174e-06, 0.006009192205965519]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900375635_Suzuki Estilo 2010 for sale.jpg,./vehicle_images/1636035518615_Suzuki Swift 2009 Car.jpg,"[0.41964423656463623, 0.47722524404525757, 0.0024082569871097803, 0.10072225332260132]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900376127_Suzuki Wagon R 2017 for sale.jpg,./vehicle_images/1636035519216_Suzuki Wagon R Stingray Indian 2016 Car.jpg,"[0.035608187317848206, 0.9271481037139893, 0.00010794233821798116, 0.03713570907711983]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900376364_Suzuki Wagon R 2017 for sale.jpg,./vehicle_images/1636035523773_Suzuki Alto 2011 Car.jpg,"[0.7953822016716003, 0.15263740718364716, 1.822286685637664e-05, 0.051962222903966904]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900377220_Suzuki Wagon R Stingray 2015 for sale.jpg,./vehicle_images/1636035524259_Suzuki Every Full Join Turbo Limited 2017 Van.jpg,"[0.004803209565579891, 0.2943081855773926, 0.482726126909256, 0.21816250681877136]","[0.026037907227873802, 0.07065372169017792, 0.4334341883659363, 0.4698741137981415]",2,3,1
vehicle_images/1633900377722_Suzuki Wagon R FX 2017 for sale.jpg,./vehicle_images/1636035526227_Suzuki Alto 2015 Car.jpg,"[0.03233993053436279, 0.9151889085769653, 0.007254405412822962, 0.04521675780415535]","[0.1252320408821106, 0.2025132030248642, 0.20328767597675323, 0.46896710991859436]",1,3,1
vehicle_images/1633900406653_Suzuki Wagon R FX 2018 for sale.jpg,./vehicle_images/1636035527521_Suzuki Wagon R Stingray Turbo 2017 Car.jpg,"[0.26460209488868713, 0.7310178875923157, 7.421108875860227e-06, 0.004372614901512861]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900406809_Suzuki Wagon R FX 2017 for sale.jpg,./vehicle_images/1636035528154_Suzuki Maruti 2006 Car.jpg,"[0.02938948944211006, 0.9581882953643799, 0.001818981603719294, 0.010603133589029312]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900407276_Suzuki Alto 2015 for sale.jpg,./vehicle_images/1636035528317_Suzuki Alto K10 2011 Car.jpg,"[0.2555980384349823, 0.5164015889167786, 8.634463483758736e-06, 0.22799177467823029]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900407419_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035549210_Suzuki Alto 2015 Car.jpg,"[0.44410082697868347, 0.3510695695877075, 0.00018954850384034216, 0.20464012026786804]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900407575_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035549858_Suzuki Maruti 800 2007 Car.jpg,"[0.34310322999954224, 0.6146572232246399, 0.0004638386017177254, 0.04177570715546608]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900408084_Suzuki Alto 800cc 2016 for sale.jpg,./vehicle_images/1636035553507_Suzuki Wagon R Stingray 2017 Car.jpg,"[0.36900633573532104, 0.6145817041397095, 4.599962630891241e-05, 0.016365889459848404]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900408679_Suzuki Wagon R FZ Safety 2017 for sale.jpg,./vehicle_images/1636035554423_Suzuki Every Wagon Turbo 2015 Van.jpg,"[0.02307260036468506, 0.7211830019950867, 9.204060916090384e-05, 0.25565236806869507]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900409351_Suzuki Alto 2017 for sale.jpg,./vehicle_images/1636035555442_Suzuki Maruti 800 2004 Car.jpg,"[0.03464643284678459, 0.9419620037078857, 2.4309021682711318e-05, 0.02336720936000347]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900409948_Suzuki Wagon R Stingray J Style 2015 for sale.jpg,./vehicle_images/1636035557363_Suzuki Wagon R Stingray J Style 2015 Car.jpg,"[0.09465953707695007, 0.9032930731773376, 2.565791510278359e-05, 0.0020218086428940296]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900410205_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035577929_Suzuki Alto Lxi 2003 Car.jpg,"[0.3667242228984833, 0.5854704976081848, 7.04020976627362e-06, 0.04779830202460289]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900439510_Suzuki Spacia Custom Z 2017 for sale.jpg,./vehicle_images/1636035579177_Suzuki Alto Sport 2011 Car.jpg,"[0.31098005175590515, 0.6689924001693726, 2.0736750627747824e-07, 0.02002733014523983]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900439903_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035580664_Suzuki Alto Japan 2008 Car.jpg,"[0.37414875626564026, 0.5329738259315491, 9.385791486238304e-07, 0.09287656098604202]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900440555_Suzuki Hustler 2015 for sale.jpg,./vehicle_images/1636035581013_Suzuki Sx 125 1997 Motorbike.jpg,"[0.2996269762516022, 0.3313508927822113, 6.755215144949034e-05, 0.36895453929901123]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,1
vehicle_images/1633900441299_Suzuki Wagon R 2017 for sale.jpg,./vehicle_images/1636035581381_Suzuki Swift 2000 Car.jpg,"[0.5945822596549988, 0.3195948898792267, 0.000143288096296601, 0.0856795608997345]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900470315_Suzuki Wagon R Stingray 2017 for sale.jpg,./vehicle_images/1636035581952_Suzuki Every Minicab 2015 Van.jpg,"[0.5556694865226746, 0.44331610202789307, 0.0005256707081571221, 0.0004888089024461806]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
vehicle_images/1633900470502_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035582115_Suzuki Alto Lxi 2007 Car.jpg,"[0.25710153579711914, 0.7104606628417969, 7.541827784507404e-08, 0.03243769332766533]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900470676_Suzuki Wagon R FZ Safety 2014 for sale.jpg,./vehicle_images/1636035582738_Suzuki Swift Vxi 2008 Car.jpg,"[0.43556156754493713, 0.5127577185630798, 1.4547992144287036e-08, 0.05168066918849945]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900470988_Suzuki Wagon R FZ Safety 2014 for sale.jpg,./vehicle_images/1636035582870_Suzuki Alto Japan 2018 Car.jpg,"[0.012872234918177128, 0.9540360569953918, 1.1245912219237653e-06, 0.03309069201350212]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,1
vehicle_images/1633900471308_Suzuki Wagon R Stingray Safety 2018 for sale.jpg,./vehicle_images/1636035583355_Suzuki Alto 2015 Car.jpg,"[0.01286198291927576, 0.47797679901123047, 0.0006445220205932856, 0.5085167288780212]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,1
vehicle_images/1633900472750_Suzuki Wagon R Stingray 2018 for sale.jpg,./vehicle_images/1636035583888_Suzuki Every 2017 Van.jpg,"[0.5530779957771301, 0.4267677664756775, 0.0001440107444068417, 0.02001025527715683]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,1
